Respondent,DatabaseDesireNextYear,DatabaseWorkedWith
15213,Redis,
15218,MySQL,MySQL
15218,,SQLite
15218,PostgreSQL,
15230,MongoDB,PostgreSQL
15230,,Redis
15230,PostgreSQL,
15230,Redis,
15232,Elasticsearch,Firebase
15232,,MariaDB
15232,,Microsoft SQL Server
15232,,MySQL
15232,,PostgreSQL
15232,,Redis
15232,,SQLite
15232,Firebase,
15232,MariaDB,
15232,MySQL,
15237,Firebase,MySQL
15237,,PostgreSQL
15237,MySQL,
15237,PostgreSQL,
15241,Firebase,Firebase
15241,,PostgreSQL
15241,,Redis
15266,Microsoft SQL Server,Microsoft SQL Server
15275,PostgreSQL,Elasticsearch
15275,,MongoDB
15275,,PostgreSQL
15275,,SQLite
15275,SQLite,
15294,Microsoft SQL Server,Microsoft SQL Server
15294,,MongoDB
15294,,PostgreSQL
15294,,SQLite
15294,MongoDB,
15294,PostgreSQL,
15294,SQLite,
15301,PostgreSQL,MySQL
15301,,PostgreSQL
15309,MariaDB,MariaDB
15311,MariaDB,Microsoft SQL Server
15311,,MySQL
15311,,SQLite
15311,Microsoft SQL Server,
15311,MongoDB,
15311,Oracle,
15311,PostgreSQL,
15314,Firebase,Firebase
15314,,Microsoft SQL Server
15314,,MySQL
15314,,SQLite
15314,Microsoft SQL Server,
15314,MongoDB,
15314,MySQL,
15314,PostgreSQL,
15314,Redis,
15314,SQLite,
15345,Elasticsearch,Cassandra
15345,,Elasticsearch
15345,,Firebase
15345,,Microsoft SQL Server
15345,,MySQL
15345,,Oracle
15345,,PostgreSQL
15345,,Redis
15345,,SQLite
15345,Firebase,
15345,Microsoft SQL Server,
15345,Redis,
15348,Firebase,Microsoft SQL Server
15348,,MongoDB
15348,MongoDB,
15365,Elasticsearch,Elasticsearch
15365,,MariaDB
15365,,PostgreSQL
15365,,Redis
15365,,SQLite
15365,MariaDB,
15365,PostgreSQL,
15365,Redis,
15365,SQLite,
15366,MongoDB,MySQL
15366,,PostgreSQL
15366,,Redis
15366,MySQL,
15366,PostgreSQL,
15366,Redis,
15382,Cassandra,Elasticsearch
15382,,MariaDB
15382,,MySQL
15382,DynamoDB,
15382,Elasticsearch,
15382,Firebase,
15382,MariaDB,
15382,MongoDB,
15382,MySQL,
15382,Redis,
15382,SQLite,
15397,Microsoft SQL Server,Microsoft SQL Server
15399,Cassandra,Microsoft SQL Server
15399,,Oracle
15399,,SQLite
15399,Couchbase,
15399,Microsoft SQL Server,
15399,Oracle,
15399,SQLite,
15409,Firebase,Elasticsearch
15409,,Firebase
15409,,PostgreSQL
15409,,Redis
15409,,SQLite
15409,PostgreSQL,
15424,Cassandra,MongoDB
15424,,Redis
15424,,SQLite
15424,Couchbase,
15424,DynamoDB,
15424,Firebase,
15424,MongoDB,
15424,Oracle,
15424,PostgreSQL,
15424,Redis,
15427,Cassandra,Oracle
15427,,PostgreSQL
15427,,SQLite
15427,Oracle,
15427,PostgreSQL,
15427,Redis,
15427,SQLite,
15436,MySQL,MySQL
15439,Firebase,Firebase
15439,,SQLite
15439,MongoDB,
15439,MySQL,
15439,SQLite,
15495,Microsoft SQL Server,Microsoft SQL Server
15495,,Oracle
15495,,SQLite
15495,Oracle,
15525,Cassandra,Elasticsearch
15525,,MongoDB
15525,,PostgreSQL
15525,,Redis
15525,,SQLite
15525,DynamoDB,
15525,MongoDB,
15525,Redis,
15527,MongoDB,MongoDB
15528,PostgreSQL,PostgreSQL
15528,,Redis
15528,,SQLite
15528,Redis,
15529,DynamoDB,MySQL
15529,MySQL,
15529,PostgreSQL,
15530,Elasticsearch,MariaDB
15530,,MongoDB
15530,MongoDB,
15540,Elasticsearch,Microsoft SQL Server
15540,,MongoDB
15540,,PostgreSQL
15540,,Redis
15540,Microsoft SQL Server,
15540,MongoDB,
15540,PostgreSQL,
15540,Redis,
15563,MongoDB,MongoDB
15563,,PostgreSQL
15563,,Redis
15563,Oracle,
15563,Redis,
15572,Firebase,Microsoft SQL Server
15572,,MongoDB
15572,,MySQL
15572,,Oracle
15572,PostgreSQL,
15572,SQLite,
15585,Elasticsearch,Elasticsearch
15585,,PostgreSQL
15585,,Redis
15585,PostgreSQL,
15585,Redis,
15587,DynamoDB,Cassandra
15587,,Couchbase
15587,,DynamoDB
15587,,Elasticsearch
15587,,MariaDB
15587,,Microsoft SQL Server
15587,,MongoDB
15587,,MySQL
15587,,Oracle
15587,,PostgreSQL
15587,,Redis
15587,,SQLite
15587,Elasticsearch,
15587,MariaDB,
15587,Redis,
15591,Microsoft SQL Server,Microsoft SQL Server
15591,,MySQL
15591,MySQL,
15602,Firebase,Firebase
15602,,PostgreSQL
15602,PostgreSQL,
15619,Elasticsearch,Firebase
15619,,MySQL
15619,Firebase,
15619,MongoDB,
15624,MySQL,MySQL
15631,Firebase,Firebase
15631,,MongoDB
15631,,MySQL
15631,MongoDB,
15631,MySQL,
15639,MariaDB,MariaDB
15639,,MySQL
15639,,PostgreSQL
15639,PostgreSQL,
15647,Elasticsearch,Elasticsearch
15647,,PostgreSQL
15647,,Redis
15647,PostgreSQL,
15647,Redis,
15653,Microsoft SQL Server,Microsoft SQL Server
15682,PostgreSQL,Elasticsearch
15682,,PostgreSQL
15682,,Redis
15682,Redis,
15685,Cassandra,Firebase
15685,,IBM DB2
15685,,Microsoft SQL Server
15685,,MySQL
15685,,Oracle
15685,,SQLite
15685,Couchbase,
15685,MariaDB,
15685,MongoDB,
15692,Cassandra,Cassandra
15692,,Microsoft SQL Server
15692,,MySQL
15692,Elasticsearch,
15692,MySQL,
15692,PostgreSQL,
15692,Redis,
15692,SQLite,
15693,Elasticsearch,Elasticsearch
15693,,MongoDB
15693,,Redis
15693,,SQLite
15693,MongoDB,
15693,Redis,
15694,Firebase,Firebase
15694,,Microsoft SQL Server
15694,,MySQL
15694,Microsoft SQL Server,
15695,PostgreSQL,PostgreSQL
15695,,Redis
15695,Redis,
15697,Elasticsearch,MySQL
15697,Firebase,
15697,MongoDB,
15724,Elasticsearch,Elasticsearch
15724,Redis,
15738,MariaDB,MariaDB
15738,,MySQL
15738,,SQLite
15738,SQLite,
15772,Microsoft SQL Server,Microsoft SQL Server
15772,,MongoDB
15772,Oracle,
15774,MongoDB,MongoDB
15779,MySQL,Firebase
15779,,MySQL
15779,,Redis
15779,,SQLite
15779,Redis,
15786,DynamoDB,DynamoDB
15786,,MySQL
15786,,PostgreSQL
15786,Elasticsearch,
15786,MariaDB,
15786,PostgreSQL,
15788,Firebase,Firebase
15788,,MySQL
15788,,PostgreSQL
15788,,Redis
15788,PostgreSQL,
15788,Redis,
15814,MariaDB,MariaDB
15814,,MySQL
15814,MongoDB,
15814,MySQL,
15815,MongoDB,MongoDB
15815,PostgreSQL,
15820,DynamoDB,DynamoDB
15820,,MySQL
15820,MySQL,
15828,DynamoDB,DynamoDB
15828,,MySQL
15828,MongoDB,
15828,PostgreSQL,
15830,Couchbase,Couchbase
15830,,Firebase
15830,,MariaDB
15830,,Microsoft SQL Server
15830,,MongoDB
15830,,MySQL
15830,,PostgreSQL
15830,,Redis
15830,MariaDB,
15830,MongoDB,
15830,PostgreSQL,
15830,Redis,
15834,Elasticsearch,Firebase
15834,,Microsoft SQL Server
15834,,MongoDB
15834,,MySQL
15834,,PostgreSQL
15834,,Redis
15834,,SQLite
15834,Microsoft SQL Server,
15834,MongoDB,
15834,MySQL,
15834,PostgreSQL,
15834,Redis,
15837,DynamoDB,Microsoft SQL Server
15837,,PostgreSQL
15837,,Redis
15837,Elasticsearch,
15837,Microsoft SQL Server,
15837,PostgreSQL,
15837,Redis,
15838,Cassandra,Elasticsearch
15838,,MariaDB
15838,,Microsoft SQL Server
15838,,MongoDB
15838,,MySQL
15838,,PostgreSQL
15838,,Redis
15838,Couchbase,
15838,Elasticsearch,
15838,MariaDB,
15838,MongoDB,
15838,MySQL,
15838,PostgreSQL,
15838,Redis,
15850,Microsoft SQL Server,Microsoft SQL Server
15854,Redis,Elasticsearch
15854,,MariaDB
15854,,MySQL
15854,,Redis
15867,Firebase,Firebase
15867,,MySQL
15867,,SQLite
15867,MongoDB,
15867,MySQL,
15867,SQLite,
15875,Elasticsearch,Elasticsearch
15875,,MySQL
15875,MySQL,
15879,MariaDB,MariaDB
15879,,MySQL
15879,MySQL,
15887,MariaDB,MariaDB
15887,,MongoDB
15887,,SQLite
15887,MongoDB,
15887,Redis,
15898,DynamoDB,DynamoDB
15898,,Microsoft SQL Server
15898,,Redis
15898,Redis,
15906,Cassandra,Cassandra
15906,,Elasticsearch
15906,,Microsoft SQL Server
15906,,MongoDB
15906,,PostgreSQL
15906,,Redis
15906,Microsoft SQL Server,
15906,Redis,
15908,Microsoft SQL Server,Microsoft SQL Server
15921,MySQL,MySQL
15927,MongoDB,MySQL
15927,MySQL,
15927,PostgreSQL,
15935,Elasticsearch,Microsoft SQL Server
15935,,MySQL
15935,,Oracle
15935,Firebase,
15935,MariaDB,
15935,Microsoft SQL Server,
15935,MongoDB,
15936,PostgreSQL,PostgreSQL
15936,,Redis
15936,,SQLite
15936,Redis,
15936,SQLite,
15940,Elasticsearch,Elasticsearch
15940,,MariaDB
15940,,PostgreSQL
15940,,Redis
15940,,SQLite
15940,PostgreSQL,
15940,Redis,
15940,SQLite,
15945,MongoDB,MongoDB
15946,Elasticsearch,MongoDB
15946,,Redis
15946,MongoDB,
15946,PostgreSQL,
15946,Redis,
15949,Firebase,Firebase
15949,,MongoDB
15968,MongoDB,MongoDB
15968,,MySQL
15968,,PostgreSQL
15968,MySQL,
15968,PostgreSQL,
15976,Firebase,MongoDB
15976,,MySQL
15976,,SQLite
15976,MongoDB,
15976,MySQL,
15976,PostgreSQL,
15976,Redis,
15976,SQLite,
15994,Elasticsearch,Elasticsearch
15994,,PostgreSQL
15994,,Redis
15994,,SQLite
15994,MongoDB,
15994,PostgreSQL,
16036,DynamoDB,DynamoDB
16036,,Elasticsearch
16036,,Firebase
16036,,MariaDB
16036,,MongoDB
16036,Elasticsearch,
16036,MariaDB,
16036,MongoDB,
16049,PostgreSQL,PostgreSQL
16049,,SQLite
16049,SQLite,
16064,Cassandra,Elasticsearch
16064,,Microsoft SQL Server
16064,,MongoDB
16064,,MySQL
16064,,Oracle
16064,,Redis
16064,,SQLite
16064,DynamoDB,
16064,Elasticsearch,
16064,IBM DB2,
16064,MariaDB,
16064,Microsoft SQL Server,
16064,MongoDB,
16064,MySQL,
16064,Oracle,
16064,PostgreSQL,
16064,Redis,
16064,SQLite,
16118,Elasticsearch,Elasticsearch
16118,,MariaDB
16118,,MongoDB
16118,,MySQL
16118,,PostgreSQL
16118,Firebase,
16118,MariaDB,
16118,MongoDB,
16118,MySQL,
16120,MongoDB,Microsoft SQL Server
16120,,MongoDB
16120,,Oracle
16120,,PostgreSQL
16120,,Redis
16120,PostgreSQL,
16120,Redis,
16145,DynamoDB,PostgreSQL
16145,Elasticsearch,
16145,PostgreSQL,
16154,MariaDB,DynamoDB
16154,,Elasticsearch
16154,,MariaDB
16154,,Microsoft SQL Server
16154,,MongoDB
16154,,MySQL
16154,,PostgreSQL
16154,,Redis
16154,,SQLite
16154,MongoDB,
16154,PostgreSQL,
16154,Redis,
16154,SQLite,
16155,DynamoDB,DynamoDB
16155,,Elasticsearch
16155,,Microsoft SQL Server
16155,,MongoDB
16155,,PostgreSQL
16155,,Redis
16155,MongoDB,
16155,PostgreSQL,
16155,Redis,
16160,Elasticsearch,DynamoDB
16160,,MySQL
16160,,Redis
16160,MySQL,
16160,Redis,
16165,DynamoDB,Elasticsearch
16165,,Firebase
16165,,MySQL
16165,,PostgreSQL
16165,,Redis
16165,Elasticsearch,
16165,PostgreSQL,
16165,Redis,
16174,DynamoDB,DynamoDB
16174,,Microsoft SQL Server
16174,,MySQL
16174,,Oracle
16174,,PostgreSQL
16174,Microsoft SQL Server,
16174,MySQL,
16174,PostgreSQL,
16175,Microsoft SQL Server,Microsoft SQL Server
16175,,MySQL
16175,,SQLite
16175,SQLite,
16182,MySQL,MariaDB
16182,,MySQL
16182,,Redis
16182,Redis,
16188,Microsoft SQL Server,Microsoft SQL Server
16230,MongoDB,MongoDB
16230,,MySQL
16249,PostgreSQL,PostgreSQL
16249,,SQLite
16249,SQLite,
16260,Elasticsearch,Elasticsearch
16260,,MongoDB
16260,MongoDB,
16260,Redis,
16267,MongoDB,Microsoft SQL Server
16267,,PostgreSQL
16267,Redis,
16295,Couchbase,Firebase
16295,,MySQL
16295,Firebase,
16295,MongoDB,
16297,Elasticsearch,Microsoft SQL Server
16297,,MongoDB
16297,,MySQL
16297,Microsoft SQL Server,
16297,MongoDB,
16297,MySQL,
16336,Microsoft SQL Server,Microsoft SQL Server
16336,,PostgreSQL
16337,Elasticsearch,Microsoft SQL Server
16337,,MongoDB
16337,,MySQL
16337,,PostgreSQL
16337,MySQL,
16337,Redis,
16349,Firebase,Firebase
16349,,MongoDB
16349,,MySQL
16349,,SQLite
16349,MongoDB,
16349,MySQL,
16349,SQLite,
16367,DynamoDB,Elasticsearch
16367,,MySQL
16367,,Redis
16367,MySQL,
16367,PostgreSQL,
16367,Redis,
16383,Elasticsearch,MariaDB
16383,,Microsoft SQL Server
16383,,MongoDB
16383,,MySQL
16383,,PostgreSQL
16383,,Redis
16383,,SQLite
16383,Firebase,
16383,MariaDB,
16383,MongoDB,
16383,MySQL,
16383,PostgreSQL,
16383,Redis,
16383,SQLite,
16385,Elasticsearch,MongoDB
16385,,MySQL
16385,,Redis
16385,MongoDB,
16385,MySQL,
16385,Redis,
16388,Couchbase,Firebase
16388,,MySQL
16402,Elasticsearch,Elasticsearch
16402,,MySQL
16402,,PostgreSQL
16402,,Redis
16402,PostgreSQL,
16402,Redis,
16405,Cassandra,MySQL
16405,,PostgreSQL
16405,Elasticsearch,
16405,MongoDB,
16411,Elasticsearch,MySQL
16411,,Redis
16411,,SQLite
16411,MongoDB,
16411,Redis,
16411,SQLite,
16416,Firebase,Microsoft SQL Server
16416,,MySQL
16416,MongoDB,
16420,Microsoft SQL Server,Microsoft SQL Server
16425,MariaDB,IBM DB2
16425,,MariaDB
16425,,Microsoft SQL Server
16425,,MySQL
16425,,Oracle
16425,,SQLite
16425,Microsoft SQL Server,
16425,MongoDB,
16425,MySQL,
16434,Elasticsearch,DynamoDB
16434,,Elasticsearch
16434,,MongoDB
16434,,MySQL
16434,,SQLite
16460,Firebase,Microsoft SQL Server
16460,,MongoDB
16460,MariaDB,
16460,MongoDB,
16470,DynamoDB,Elasticsearch
16470,,MariaDB
16470,,Microsoft SQL Server
16470,,MongoDB
16470,,MySQL
16470,,Oracle
16470,,PostgreSQL
16470,Elasticsearch,
16470,MariaDB,
16470,PostgreSQL,
16472,Microsoft SQL Server,Microsoft SQL Server
16472,,MongoDB
16472,,MySQL
16472,,SQLite
16472,MongoDB,
16472,SQLite,
16480,Elasticsearch,Microsoft SQL Server
16480,,MySQL
16480,,Oracle
16480,,SQLite
16480,MariaDB,
16480,Microsoft SQL Server,
16480,MongoDB,
16480,MySQL,
16480,Oracle,
16480,SQLite,
16484,MySQL,MySQL
16484,,SQLite
16511,Elasticsearch,Firebase
16511,,MongoDB
16511,,PostgreSQL
16511,MongoDB,
16511,PostgreSQL,
16511,Redis,
16521,PostgreSQL,Microsoft SQL Server
16521,,MySQL
16521,,PostgreSQL
16521,,SQLite
16533,Cassandra,Cassandra
16533,,DynamoDB
16533,,MariaDB
16533,,Microsoft SQL Server
16533,,MySQL
16533,,Redis
16533,DynamoDB,
16533,Elasticsearch,
16533,MariaDB,
16533,MySQL,
16563,Microsoft SQL Server,MariaDB
16563,,Microsoft SQL Server
16563,,MySQL
16563,,Redis
16563,Redis,
16577,DynamoDB,DynamoDB
16577,,Firebase
16577,,Microsoft SQL Server
16577,,MongoDB
16577,,MySQL
16577,,PostgreSQL
16577,,SQLite
16577,Elasticsearch,
16577,Firebase,
16577,MongoDB,
16577,Oracle,
16577,PostgreSQL,
16582,MariaDB,MariaDB
16582,,MongoDB
16582,,MySQL
16582,,SQLite
16582,SQLite,
16588,DynamoDB,Cassandra
16588,,DynamoDB
16588,,MariaDB
16588,,MongoDB
16588,,MySQL
16588,,Oracle
16588,,PostgreSQL
16588,MariaDB,
16588,MySQL,
16588,Oracle,
16588,PostgreSQL,
16600,MySQL,MySQL
16604,PostgreSQL,PostgreSQL
16604,Redis,
16606,MySQL,DynamoDB
16606,,MariaDB
16606,,MongoDB
16606,,MySQL
16606,,PostgreSQL
16606,,SQLite
16613,Elasticsearch,Cassandra
16613,,DynamoDB
16613,,Elasticsearch
16613,,IBM DB2
16613,,MongoDB
16613,,MySQL
16613,,PostgreSQL
16613,,Redis
16613,MongoDB,
16613,MySQL,
16613,PostgreSQL,
16613,Redis,
16618,MongoDB,MongoDB
16618,,MySQL
16619,PostgreSQL,MySQL
16619,,PostgreSQL
16624,Couchbase,Couchbase
16624,,PostgreSQL
16624,PostgreSQL,
16634,Microsoft SQL Server,Microsoft SQL Server
16637,Microsoft SQL Server,Microsoft SQL Server
16648,DynamoDB,Microsoft SQL Server
16648,,MySQL
16648,MySQL,
16648,PostgreSQL,
16657,DynamoDB,MariaDB
16657,,MySQL
16657,MariaDB,
16657,MongoDB,
16657,MySQL,
16659,Elasticsearch,Elasticsearch
16659,,Microsoft SQL Server
16659,,MongoDB
16659,,PostgreSQL
16659,,Redis
16659,Microsoft SQL Server,
16659,MongoDB,
16659,PostgreSQL,
16659,Redis,
16675,Microsoft SQL Server,Microsoft SQL Server
16693,Elasticsearch,Elasticsearch
16693,,PostgreSQL
16693,,SQLite
16693,PostgreSQL,
16693,SQLite,
16699,PostgreSQL,MariaDB
16699,,Microsoft SQL Server
16699,,MySQL
16699,,Oracle
16699,,PostgreSQL
16699,,SQLite
16719,Microsoft SQL Server,Microsoft SQL Server
16719,,Redis
16739,MongoDB,MongoDB
16739,MySQL,
16739,PostgreSQL,
16739,Redis,
16739,SQLite,
16741,MongoDB,MongoDB
16741,,PostgreSQL
16741,PostgreSQL,
16760,Elasticsearch,Elasticsearch
16760,,MongoDB
16760,,SQLite
16760,MongoDB,
16760,SQLite,
16770,Microsoft SQL Server,Microsoft SQL Server
16770,,MySQL
16770,,Oracle
16770,,Redis
16770,,SQLite
16770,Redis,
16779,DynamoDB,DynamoDB
16779,,Firebase
16779,,MariaDB
16779,,MySQL
16779,,SQLite
16779,Elasticsearch,
16779,MariaDB,
16779,Microsoft SQL Server,
16779,MongoDB,
16779,MySQL,
16779,Oracle,
16785,Elasticsearch,Microsoft SQL Server
16785,Microsoft SQL Server,
16792,Elasticsearch,MongoDB
16792,MongoDB,
16804,MySQL,MySQL
16804,,SQLite
16804,SQLite,
16805,DynamoDB,DynamoDB
16805,,Microsoft SQL Server
16805,,Redis
16805,Microsoft SQL Server,
16805,MongoDB,
16805,Redis,
16806,DynamoDB,DynamoDB
16812,Cassandra,Elasticsearch
16812,,MariaDB
16812,,MySQL
16812,Elasticsearch,
16812,Firebase,
16812,MariaDB,
16812,MongoDB,
16812,MySQL,
16832,Firebase,Firebase
16832,,MongoDB
16832,,MySQL
16832,,PostgreSQL
16832,MongoDB,
16856,Elasticsearch,Elasticsearch
16856,,MySQL
16856,,PostgreSQL
16856,MySQL,
16856,PostgreSQL,
16863,Cassandra,Microsoft SQL Server
16863,,Redis
16863,Microsoft SQL Server,
16863,Redis,
16865,MongoDB,DynamoDB
16865,,MongoDB
16865,,MySQL
16865,,PostgreSQL
16865,MySQL,
16865,PostgreSQL,
16869,PostgreSQL,PostgreSQL
16870,MariaDB,MariaDB
16870,,MySQL
16870,MySQL,
16872,Microsoft SQL Server,Microsoft SQL Server
16872,,PostgreSQL
16872,PostgreSQL,
16875,Cassandra,Microsoft SQL Server
16875,,MongoDB
16875,,MySQL
16875,,Oracle
16875,,PostgreSQL
16875,DynamoDB,
16875,MariaDB,
16875,MongoDB,
16875,MySQL,
16875,PostgreSQL,
16897,MongoDB,MongoDB
16910,Firebase,Elasticsearch
16910,,MongoDB
16910,,MySQL
16910,,PostgreSQL
16910,MongoDB,
16910,MySQL,
16910,PostgreSQL,
16913,PostgreSQL,MySQL
16913,,Redis
16913,Redis,
16926,Firebase,MariaDB
16926,,MySQL
16926,,PostgreSQL
16926,,Redis
16926,,SQLite
16926,MongoDB,
16930,Elasticsearch,Microsoft SQL Server
16930,Microsoft SQL Server,
16930,Redis,
16931,DynamoDB,Microsoft SQL Server
16931,,MongoDB
16931,Elasticsearch,
16931,Firebase,
16931,Microsoft SQL Server,
16931,MongoDB,
16931,Redis,
16943,Firebase,Firebase
16943,,Microsoft SQL Server
16943,,MongoDB
16943,,MySQL
16943,,PostgreSQL
16943,Microsoft SQL Server,
16943,MongoDB,
16943,MySQL,
16943,PostgreSQL,
16966,Elasticsearch,Oracle
16966,,PostgreSQL
16966,,SQLite
16966,PostgreSQL,
16966,Redis,
16966,SQLite,
16982,MySQL,MySQL
16982,,PostgreSQL
16982,PostgreSQL,
16984,DynamoDB,MongoDB
16984,,PostgreSQL
16984,Firebase,
16984,MongoDB,
16984,Redis,
16991,DynamoDB,DynamoDB
16991,,MongoDB
16991,,PostgreSQL
16991,,Redis
16991,MongoDB,
16991,PostgreSQL,
16991,Redis,
17020,Microsoft SQL Server,Microsoft SQL Server
17020,,PostgreSQL
17020,PostgreSQL,
17054,Firebase,MariaDB
17054,,Microsoft SQL Server
17054,,PostgreSQL
17054,,SQLite
17054,MongoDB,
17085,DynamoDB,Firebase
17085,,Microsoft SQL Server
17085,,SQLite
17085,Elasticsearch,
17085,Firebase,
17085,Microsoft SQL Server,
17085,Redis,
17098,Cassandra,DynamoDB
17098,,Elasticsearch
17098,,Firebase
17098,,MongoDB
17098,,MySQL
17098,,PostgreSQL
17098,,Redis
17098,,SQLite
17098,Elasticsearch,
17098,Firebase,
17098,MongoDB,
17098,MySQL,
17098,PostgreSQL,
17098,Redis,
17140,Firebase,Firebase
17152,Microsoft SQL Server,Microsoft SQL Server
17152,,MySQL
17152,MySQL,
17153,Cassandra,DynamoDB
17153,,Oracle
17153,,PostgreSQL
17153,,SQLite
17153,DynamoDB,
17153,PostgreSQL,
17153,SQLite,
17154,Cassandra,DynamoDB
17154,,MariaDB
17154,,Microsoft SQL Server
17154,,Redis
17154,DynamoDB,
17154,Elasticsearch,
17154,MariaDB,
17154,Microsoft SQL Server,
17154,MongoDB,
17154,MySQL,
17154,Redis,
17163,Microsoft SQL Server,Microsoft SQL Server
17167,MariaDB,MariaDB
17167,,MySQL
17167,,Oracle
17167,MySQL,
17167,PostgreSQL,
17167,SQLite,
17170,PostgreSQL,MongoDB
17170,,MySQL
17172,MongoDB,Microsoft SQL Server
17172,,MongoDB
17173,Elasticsearch,Elasticsearch
17173,,Firebase
17173,,MariaDB
17173,,Microsoft SQL Server
17173,,Redis
17173,MariaDB,
17173,Redis,
17182,Elasticsearch,Firebase
17182,,MariaDB
17182,,MySQL
17182,,SQLite
17182,MariaDB,
17197,DynamoDB,Elasticsearch
17197,,Firebase
17197,,MongoDB
17197,,MySQL
17197,,Oracle
17197,,PostgreSQL
17197,,Redis
17197,,SQLite
17197,Firebase,
17197,MySQL,
17197,Oracle,
17197,Redis,
17197,SQLite,
17215,Elasticsearch,Elasticsearch
17215,,MariaDB
17215,,MySQL
17215,,Redis
17215,,SQLite
17215,MariaDB,
17215,MySQL,
17215,Redis,
17215,SQLite,
17228,MySQL,MySQL
17228,,Oracle
17228,,PostgreSQL
17228,Oracle,
17228,PostgreSQL,
17233,Elasticsearch,Elasticsearch
17233,,Firebase
17233,,Microsoft SQL Server
17233,,MySQL
17233,,Oracle
17233,,SQLite
17233,Firebase,
17233,Microsoft SQL Server,
17233,MongoDB,
17233,MySQL,
17233,Oracle,
17233,Redis,
17233,SQLite,
17246,DynamoDB,DynamoDB
17246,,Firebase
17246,,MariaDB
17246,,MySQL
17246,,SQLite
17246,MariaDB,
17246,MySQL,
17263,Cassandra,DynamoDB
17263,DynamoDB,
17263,MongoDB,
17268,Elasticsearch,Elasticsearch
17268,,MariaDB
17268,,MongoDB
17268,,MySQL
17268,,PostgreSQL
17268,MariaDB,
17268,MongoDB,
17268,PostgreSQL,
17282,Cassandra,Elasticsearch
17282,,Firebase
17282,,MongoDB
17282,,Redis
17282,Couchbase,
17282,DynamoDB,
17282,Elasticsearch,
17282,Firebase,
17282,MongoDB,
17282,Redis,
17287,Cassandra,Cassandra
17287,,DynamoDB
17287,,Elasticsearch
17287,,Firebase
17287,,MySQL
17287,,PostgreSQL
17287,,Redis
17287,,SQLite
17287,Elasticsearch,
17287,MySQL,
17287,PostgreSQL,
17287,Redis,
17287,SQLite,
17298,Microsoft SQL Server,Microsoft SQL Server
17303,Elasticsearch,Elasticsearch
17303,,Microsoft SQL Server
17303,Microsoft SQL Server,
17304,DynamoDB,Firebase
17304,,Microsoft SQL Server
17304,,MySQL
17304,,Oracle
17304,,Redis
17304,,SQLite
17304,Elasticsearch,
17304,Firebase,
17304,Microsoft SQL Server,
17304,MongoDB,
17304,MySQL,
17304,PostgreSQL,
17304,Redis,
17325,Microsoft SQL Server,Microsoft SQL Server
17325,,MongoDB
17325,,MySQL
17325,MongoDB,
17325,SQLite,
17337,Elasticsearch,MariaDB
17337,,MongoDB
17337,,MySQL
17337,,Oracle
17337,,SQLite
17337,MariaDB,
17337,MongoDB,
17337,MySQL,
17346,DynamoDB,Elasticsearch
17346,,Firebase
17346,,Microsoft SQL Server
17346,,MongoDB
17346,,PostgreSQL
17346,,Redis
17346,Elasticsearch,
17346,Firebase,
17346,MongoDB,
17346,PostgreSQL,
17346,Redis,
17351,Elasticsearch,Microsoft SQL Server
17351,,MongoDB
17351,,SQLite
17351,Microsoft SQL Server,
17351,MongoDB,
17351,SQLite,
17390,Elasticsearch,Microsoft SQL Server
17390,,Redis
17390,,SQLite
17390,PostgreSQL,
17390,Redis,
17393,Elasticsearch,MySQL
17393,,PostgreSQL
17393,,Redis
17393,,SQLite
17393,MongoDB,
17394,MongoDB,Firebase
17394,,MongoDB
17394,MySQL,
17394,PostgreSQL,
17394,SQLite,
17396,MongoDB,Microsoft SQL Server
17396,,MongoDB
17396,,MySQL
17396,,PostgreSQL
17396,PostgreSQL,
17396,Redis,
17416,Elasticsearch,Firebase
17416,,MySQL
17416,,SQLite
17416,MongoDB,
17426,Microsoft SQL Server,Microsoft SQL Server
17426,,MySQL
17426,,Oracle
17426,,SQLite
17426,MongoDB,
17439,Firebase,Elasticsearch
17439,,Firebase
17439,,MySQL
17439,,PostgreSQL
17439,,SQLite
17439,MongoDB,
17439,PostgreSQL,
17467,Couchbase,MySQL
17467,,PostgreSQL
17467,,SQLite
17467,Elasticsearch,
17467,Firebase,
17467,MongoDB,
17467,PostgreSQL,
17467,Redis,
17490,Firebase,Firebase
17490,,MongoDB
17490,,Redis
17490,,SQLite
17490,MongoDB,
17490,Redis,
17542,Firebase,Firebase
17542,,MongoDB
17542,,MySQL
17542,,PostgreSQL
17542,,Redis
17542,MongoDB,
17542,MySQL,
17547,Cassandra,Elasticsearch
17547,,MongoDB
17547,,MySQL
17547,,PostgreSQL
17547,,Redis
17547,Couchbase,
17547,DynamoDB,
17547,Elasticsearch,
17547,Firebase,
17547,MongoDB,
17547,MySQL,
17547,PostgreSQL,
17547,Redis,
17574,Cassandra,Cassandra
17574,,DynamoDB
17574,,Elasticsearch
17574,,Firebase
17574,,Redis
17574,DynamoDB,
17574,Elasticsearch,
17574,Firebase,
17574,MongoDB,
17574,Redis,
17595,Firebase,Cassandra
17595,,DynamoDB
17595,,Firebase
17595,,MariaDB
17595,,MongoDB
17595,,MySQL
17595,,PostgreSQL
17595,,Redis
17595,,SQLite
17595,MariaDB,
17595,MySQL,
17595,PostgreSQL,
17595,Redis,
17619,DynamoDB,DynamoDB
