,Respondent,PlatformDesireNextYear,PlatformWorkedWith
42694,21318,Google Cloud Platform,
42705,21318,Kubernetes,
42716,21318,Linux,
42727,21318,Microsoft Azure,
42738,21318,Raspberry Pi,
42749,21318,Windows,
42760,21322,Android,Docker
42761,21322,,Linux
42762,21322,,MacOS
42763,21322,,Raspberry Pi
42764,21322,,Windows
42765,21322,AWS,
42770,21322,Docker,
42775,21322,iOS,
42780,21322,Kubernetes,
42785,21322,Linux,
42790,21322,MacOS,
42795,21326,Android,Android
42796,21326,,Linux
42797,21326,,MacOS
42798,21326,,Windows
42799,21326,AWS,
42803,21326,Docker,
42807,21326,Google Cloud Platform,
42811,21326,iOS,
42815,21326,Kubernetes,
42819,21326,Linux,
42823,21326,MacOS,
42827,21341,AWS,AWS
42828,21341,,Google Cloud Platform
42829,21341,,Heroku
42830,21341,,MacOS
42831,21341,,Microsoft Azure
42832,21341,,Slack Apps and Integrations
42833,21341,,Windows
42834,21341,,iOS
42835,21341,Google Cloud Platform,
42843,21341,Heroku,
42851,21341,iOS,
42859,21341,MacOS,
42867,21341,Microsoft Azure,
42875,21341,Slack Apps and Integrations,
42883,21341,Windows,
42891,21371,Docker,Docker
42892,21371,,Linux
42893,21371,,Windows
42894,21371,Linux,
42897,21371,Windows,
42900,21378,AWS,Linux
42901,21378,,Windows
42902,21378,Docker,
42904,21378,Linux,
42906,21378,Microsoft Azure,
42908,21385,Microsoft Azure,Microsoft Azure
42909,21385,,Windows
42910,21385,Windows,
42912,21413,Android,Android
42913,21413,,Google Cloud Platform
42914,21413,,IBM Cloud or Watson
42915,21413,,Microsoft Azure
42916,21413,,WordPress
42917,21413,Google Cloud Platform,
42922,21417,Android,Android
42923,21417,AWS,
42924,21417,Google Cloud Platform,
42925,21427,Android,Android
42926,21427,,Slack Apps and Integrations
42927,21427,Slack Apps and Integrations,
42929,21462,Arduino,Arduino
42930,21462,,Raspberry Pi
42931,21462,,Windows
42932,21462,Raspberry Pi,
42935,21462,Windows,
42938,21472,Android,Microsoft Azure
42939,21472,,Windows
42940,21472,Docker,
42942,21472,Kubernetes,
42944,21472,Microsoft Azure,
42946,21472,Raspberry Pi,
42948,21472,Windows,
42950,21480,Arduino,Microsoft Azure
42951,21480,,Raspberry Pi
42952,21480,,Windows
42953,21480,Docker,
42956,21480,Kubernetes,
42959,21480,Linux,
42962,21480,Microsoft Azure,
42965,21480,Raspberry Pi,
42968,21480,Windows,
42971,21482,Android,AWS
42972,21482,,Android
42973,21482,,Docker
42974,21482,,Kubernetes
42975,21482,,Linux
42976,21482,,MacOS
42977,21482,Docker,
42983,21482,Google Cloud Platform,
42989,21482,Kubernetes,
42995,21482,Linux,
43001,21482,MacOS,
43007,21482,Raspberry Pi,
43013,21502,Android,AWS
43014,21502,,Docker
43015,21502,,Kubernetes
43016,21502,,Linux
43017,21502,,MacOS
43018,21502,AWS,
43023,21502,Docker,
43028,21502,iOS,
43033,21502,Kubernetes,
43038,21502,Linux,
43043,21502,MacOS,
43048,21521,Docker,Docker
43049,21521,,Heroku
43050,21521,,Linux
43051,21521,Kubernetes,
43054,21521,Linux,
43057,21521,Raspberry Pi,
43060,21524,Android,Android
43061,21524,,Docker
43062,21524,,Heroku
43063,21524,,Windows
43064,21524,,WordPress
43065,21524,Arduino,
43070,21524,AWS,
43075,21524,Docker,
43080,21524,Google Cloud Platform,
43085,21524,IBM Cloud or Watson,
43090,21524,iOS,
43095,21524,Linux,
43100,21524,MacOS,
43105,21524,Microsoft Azure,
43110,21524,Raspberry Pi,
43115,21524,Windows,
43120,21524,WordPress,
43125,21525,Microsoft Azure,Microsoft Azure
43126,21525,,Windows
43127,21529,AWS,AWS
43128,21529,,Linux
43129,21529,,Microsoft Azure
43130,21529,Linux,
43133,21529,Microsoft Azure,
43136,21547,Android,AWS
43137,21547,,Google Cloud Platform
43138,21547,,Linux
43139,21547,,MacOS
43140,21547,,Slack Apps and Integrations
43141,21547,,Windows
43142,21547,AWS,
43148,21547,Docker,
43154,21547,Google Cloud Platform,
43160,21547,Kubernetes,
43166,21547,Linux,
43172,21547,MacOS,
43178,21547,Microsoft Azure,
43184,21547,Raspberry Pi,
43190,21547,Slack Apps and Integrations,
43196,21573,AWS,Android
43197,21573,,Microsoft Azure
43198,21573,Docker,
43200,21573,Google Cloud Platform,
43202,21573,Kubernetes,
43204,21573,Microsoft Azure,
43206,21573,WordPress,
43208,21577,AWS,AWS
43209,21577,,Windows
43210,21577,,WordPress
43211,21577,Windows,
43214,21585,AWS,AWS
43215,21585,,Docker
43216,21585,,Linux
43217,21585,,MacOS
43218,21585,Docker,
43222,21585,Google Cloud Platform,
43226,21585,iOS,
43230,21585,Kubernetes,
43234,21585,Linux,
43238,21585,MacOS,
43242,21611,Docker,Docker
43243,21611,,Linux
43244,21611,Linux,
43246,21611,Raspberry Pi,
43248,21663,AWS,AWS
43249,21663,,Linux
43250,21663,Docker,
43252,21663,Linux,
43254,21666,Android,Linux
43255,21666,,Windows
43256,21666,Linux,
43258,21666,Windows,
43260,21674,Google Cloud Platform,Google Cloud Platform
43261,21674,,Linux
43262,21674,,Microsoft Azure
43263,21674,,Raspberry Pi
43264,21674,,WordPress
43265,21674,Raspberry Pi,
43270,21676,Android,Google Cloud Platform
43271,21676,,Windows
43272,21676,,WordPress
43273,21676,AWS,
43276,21676,Heroku,
43279,21676,IBM Cloud or Watson,
43282,21676,iOS,
43285,21676,Kubernetes,
43288,21676,Linux,
43291,21676,MacOS,
43294,21676,Microsoft Azure,
43297,21676,Raspberry Pi,
43300,21681,Docker,Docker
43301,21681,,Linux
43302,21681,,Raspberry Pi
43303,21681,,Windows
43304,21681,Kubernetes,
43308,21681,Linux,
43312,21681,Microsoft Azure,
43316,21681,Raspberry Pi,
43320,21681,Windows,
43324,21699,Docker,Docker
43325,21699,,Linux
43326,21699,,Microsoft Azure
43327,21699,,Windows
43328,21699,Linux,
43332,21699,Microsoft Azure,
43336,21699,Windows,
43340,21703,Android,Docker
43341,21703,,Microsoft Azure
43342,21703,,Windows
43343,21703,Arduino,
43346,21703,AWS,
43349,21703,Docker,
43352,21703,Google Cloud Platform,
43355,21703,iOS,
43358,21703,Linux,
43361,21703,MacOS,
43364,21703,Microsoft Azure,
43367,21703,Raspberry Pi,
43370,21703,WordPress,
43373,21706,Docker,Docker
43374,21706,,Google Cloud Platform
43375,21706,,Kubernetes
43376,21706,,Linux
43377,21706,,MacOS
43378,21706,,Raspberry Pi
43379,21706,,Slack Apps and Integrations
43380,21706,,WordPress
43381,21706,Google Cloud Platform,
43389,21706,Kubernetes,
43397,21706,Linux,
43405,21706,MacOS,
43413,21706,Raspberry Pi,
43421,21706,WordPress,
43429,21718,Arduino,AWS
43430,21718,,Arduino
43431,21718,,Linux
43432,21718,,Raspberry Pi
43433,21718,AWS,
43437,21718,Docker,
43441,21718,Kubernetes,
43445,21718,Linux,
43449,21718,Raspberry Pi,
43453,21719,MacOS,Android
43454,21719,,MacOS
43455,21722,Android,Android
43456,21722,,iOS
43457,21722,Docker,
43459,21722,iOS,
43461,21722,Kubernetes,
43463,21722,Raspberry Pi,
43465,21723,Linux,Linux
43466,21723,,Windows
43467,21723,Windows,
43469,21771,Android,AWS
43470,21771,,Docker
43471,21771,,Google Cloud Platform
43472,21771,,Kubernetes
43473,21771,,Linux
43474,21771,,Windows
43475,21771,Arduino,
43481,21771,AWS,
43487,21771,Docker,
43493,21771,Google Cloud Platform,
43499,21771,Kubernetes,
43505,21771,Linux,
43511,21771,Raspberry Pi,
43517,21775,Docker,Linux
43518,21775,,Windows
43519,21775,Google Cloud Platform,
43521,21775,IBM Cloud or Watson,
43523,21775,Kubernetes,
43525,21775,Linux,
43527,21788,Linux,Docker
43528,21788,,Linux
43529,21788,,Windows
43530,21788,Microsoft Azure,
43533,21788,Windows,
43536,21815,AWS,Android
43537,21815,,Arduino
43538,21815,,WordPress
43539,21815,Docker,
43542,21815,Linux,
43545,21815,MacOS,
43548,21815,Windows,
43551,21816,AWS,AWS
43552,21816,,Docker
43553,21816,,Google Cloud Platform
43554,21816,,Linux
43555,21816,,MacOS
43556,21816,Docker,
43561,21816,Google Cloud Platform,
43566,21816,Kubernetes,
43571,21816,Linux,
43576,21816,MacOS,
43581,21816,Microsoft Azure,
43586,21842,Google Cloud Platform,Android
43587,21842,,Google Cloud Platform
43588,21842,,Microsoft Azure
43589,21842,,Windows
43590,21842,,WordPress
43591,21842,Kubernetes,
43596,21842,Microsoft Azure,
43601,21842,Windows,
43606,21842,WordPress,
43611,21845,AWS,AWS
43612,21845,,Linux
43613,21845,,Microsoft Azure
43614,21845,,Windows
43615,21845,Linux,
43619,21845,Microsoft Azure,
43623,21845,Raspberry Pi,
43627,21845,Windows,
43631,21846,AWS,AWS
43632,21846,,Docker
43633,21846,Docker,
43635,21846,Kubernetes,
43637,21853,Android,Android
43638,21853,,Microsoft Azure
43639,21853,,Windows
43640,21853,Arduino,
43643,21853,Docker,
43646,21853,Microsoft Azure,
43649,21853,Windows,
43652,21855,Android,Microsoft Azure
43653,21855,,Windows
43654,21855,Arduino,
43656,21855,AWS,
43658,21855,Docker,
43660,21855,Google Cloud Platform,
43662,21855,IBM Cloud or Watson,
43664,21855,Kubernetes,
43666,21855,Linux,
43668,21855,MacOS,
43670,21855,Raspberry Pi,
43672,21882,AWS,AWS
43673,21882,,Docker
43674,21882,,Linux
43675,21882,Docker,
43678,21882,Linux,
43681,21910,AWS,AWS
43682,21910,,Heroku
43683,21910,,Linux
43684,21910,,Windows
43685,21910,Linux,
43689,21914,Android,Android
43690,21914,,Docker
43691,21914,,Kubernetes
43692,21914,,Windows
43693,21914,Docker,
43697,21914,Kubernetes,
43701,21916,Google Cloud Platform,Google Cloud Platform
43702,21916,,Linux
43703,21916,,MacOS
43704,21916,,Windows
43705,21916,Linux,
43709,21916,MacOS,
43713,21916,Windows,
43717,21936,Arduino,AWS
43718,21936,,Docker
43719,21936,,Linux
43720,21936,,MacOS
43721,21936,Docker,
43725,21936,Google Cloud Platform,
43729,21936,Heroku,
43733,21936,IBM Cloud or Watson,
43737,21936,Kubernetes,
43741,21936,Linux,
43745,21936,MacOS,
43749,21936,Slack Apps and Integrations,
43753,21955,Linux,Linux
43754,21955,,Windows
43755,21955,Windows,
43757,22013,Google Cloud Platform,AWS
43758,22013,,Docker
43759,22013,,Kubernetes
43760,22013,,Linux
43761,22013,,MacOS
43762,22013,,Microsoft Azure
43763,22013,Kubernetes,
43769,22013,Linux,
43775,22013,MacOS,
43781,22015,Android,Android
43782,22015,,MacOS
43783,22015,,Windows
43784,22015,,iOS
43785,22015,Windows,
43789,22050,Android,Android
43790,22050,,Heroku
43791,22050,,Windows
43792,22050,,iOS
43793,22050,Docker,
43797,22050,Google Cloud Platform,
43801,22050,Heroku,
43805,22050,iOS,
43809,22050,Kubernetes,
43813,22050,Windows,
43817,22053,AWS,AWS
43818,22053,,Docker
43819,22053,,Linux
43820,22053,,MacOS
43821,22053,,Windows
43822,22053,Docker,
43827,22053,IBM Cloud or Watson,
43832,22053,Kubernetes,
43837,22053,Linux,
43842,22053,MacOS,
43847,22054,Android,Microsoft Azure
43848,22054,,Windows
43849,22054,iOS,
43851,22054,MacOS,
43853,22054,Microsoft Azure,
43855,22054,Windows,
43857,22084,Android,AWS
43858,22084,,Microsoft Azure
43859,22084,AWS,
43861,22084,Docker,
43863,22084,iOS,
43865,22084,Microsoft Azure,
43867,22084,Windows,
43869,22095,Android,Android
43870,22095,,Slack Apps and Integrations
43871,22095,,iOS
43872,22095,iOS,
43875,22095,Kubernetes,
43878,22095,Microsoft Azure,
43881,22095,Slack Apps and Integrations,
43884,22096,Docker,AWS
43885,22096,,Docker
43886,22096,,Linux
43887,22096,,MacOS
43888,22096,Linux,
43892,22096,MacOS,
43896,22118,Docker,Android
43897,22118,,Google Cloud Platform
43898,22118,,Linux
43899,22118,,Microsoft Azure
43900,22118,,Windows
43901,22118,,WordPress
43902,22118,Google Cloud Platform,
43908,22118,Linux,
43914,22118,Microsoft Azure,
43920,22118,Windows,
43926,22125,Microsoft Azure,Microsoft Azure
43927,22125,,Windows
43928,22125,Windows,
43930,22132,Docker,Docker
43931,22132,,Microsoft Azure
43932,22132,Microsoft Azure,
43934,22138,Android,Android
43935,22138,,Arduino
43936,22138,,Docker
43937,22138,,Linux
43938,22138,,Raspberry Pi
43939,22138,,Windows
43940,22138,,WordPress
43941,22138,Linux,
43948,22138,Raspberry Pi,
43955,22138,WordPress,
43962,22157,AWS,AWS
43963,22157,,Docker
43964,22157,,Windows
43965,22157,Docker,
43968,22157,Google Cloud Platform,
43971,22157,Kubernetes,
43974,22157,Linux,
43977,22157,Windows,
43980,22169,Docker,Docker
43981,22169,,Linux
43982,22169,Linux,
43984,22169,Raspberry Pi,
43986,22173,Docker,Docker
43987,22173,,Linux
43988,22173,,MacOS
43989,22173,Linux,
43992,22173,MacOS,
43995,22178,Linux,Arduino
43996,22178,,Linux
43997,22178,,Raspberry Pi
43998,22178,,Windows
43999,22178,Raspberry Pi,
44003,22178,Windows,
44007,22185,Android,Arduino
44008,22185,,Linux
44009,22185,,MacOS
44010,22185,,Microsoft Azure
44011,22185,,Raspberry Pi
44012,22185,Arduino,
44017,22185,Docker,
44022,22185,Linux,
44027,22185,Microsoft Azure,
44032,22185,Raspberry Pi,
44037,22196,AWS,Arduino
44038,22196,,Linux
44039,22196,,MacOS
44040,22196,,Windows
44041,22196,,WordPress
44042,22196,Google Cloud Platform,
44047,22196,Linux,
44052,22196,Windows,
44057,22196,WordPress,
44062,22208,Arduino,AWS
44063,22208,,Android
44064,22208,,Google Cloud Platform
44065,22208,,Linux
44066,22208,,Slack Apps and Integrations
44067,22208,Google Cloud Platform,
44072,22208,Linux,
44077,22208,Raspberry Pi,
44082,22208,Slack Apps and Integrations,
44087,22221,AWS,AWS
44088,22221,,Linux
44089,22221,Linux,
44091,22228,AWS,AWS
44092,22228,,Google Cloud Platform
44093,22228,,Microsoft Azure
44094,22228,,Windows
44095,22228,Docker,
44099,22228,Google Cloud Platform,
44103,22228,Kubernetes,
44107,22228,Microsoft Azure,
44111,22228,Windows,
44115,22233,AWS,AWS
44116,22233,,Docker
44117,22233,,Linux
44118,22233,Linux,
44121,22247,Docker,Android
44122,22247,,Docker
44123,22247,,MacOS
44124,22247,,Windows
44125,22247,iOS,
44129,22247,Kubernetes,
44133,22247,MacOS,
44137,22264,Windows,Windows
44138,22273,Arduino,Arduino
44139,22273,,Docker
44140,22273,,Google Cloud Platform
44141,22273,,Linux
44142,22273,,MacOS
44143,22273,,Raspberry Pi
44144,22273,,Windows
44145,22273,Linux,
44152,22273,Raspberry Pi,
44159,22273,Windows,
44166,22278,Android,AWS
44167,22278,,Android
44168,22278,,Linux
44169,22278,,Windows
44170,22278,AWS,
44174,22278,Docker,
44178,22278,Google Cloud Platform,
44182,22278,Kubernetes,
44186,22278,Linux,
44190,22278,Microsoft Azure,
44194,22278,Windows,
44198,22279,Docker,Docker
44199,22279,,Linux
44200,22279,,MacOS
44201,22279,,WordPress
44202,22279,Linux,
44206,22279,MacOS,
44210,22296,Microsoft Azure,Windows
44211,22296,Windows,
44212,22304,Docker,Linux
44213,22304,,MacOS
44214,22304,,Slack Apps and Integrations
44215,22304,Linux,
44218,22304,MacOS,
44221,22304,Slack Apps and Integrations,
44224,22330,Android,AWS
44225,22330,,Android
44226,22330,,Heroku
44227,22330,,Linux
44228,22330,,Microsoft Azure
44229,22330,,Windows
44230,22330,,WordPress
44231,22330,AWS,
44238,22330,Docker,
44245,22330,Google Cloud Platform,
44252,22330,Heroku,
44259,22330,Kubernetes,
44266,22330,Linux,
44273,22330,Microsoft Azure,
44280,22330,Windows,
44287,22369,Docker,Android
44288,22369,,Docker
44289,22369,,Linux
44290,22369,,Microsoft Azure
44291,22369,,Raspberry Pi
44292,22369,,Windows
44293,22369,,iOS
44294,22369,Kubernetes,
44301,22369,Linux,
44308,22369,Microsoft Azure,
44315,22369,Raspberry Pi,
44322,22387,Docker,Android
44323,22387,,Docker
44324,22387,,Linux
44325,22387,,MacOS
44326,22387,,Microsoft Azure
44327,22387,,Windows
44328,22387,,iOS
44329,22387,iOS,
44336,22387,Linux,
44343,22387,MacOS,
44350,22387,Microsoft Azure,
44357,22387,Windows,
44364,22390,Arduino,Android
44365,22390,,Docker
44366,22390,,Google Cloud Platform
44367,22390,,Kubernetes
44368,22390,,Linux
44369,22390,,MacOS
44370,22390,,iOS
44371,22390,Docker,
44378,22390,Google Cloud Platform,
44385,22390,Kubernetes,
44392,22390,Linux,
44399,22390,MacOS,
44406,22390,Raspberry Pi,
44413,22401,Android,AWS
44414,22401,,Android
44415,22401,,Docker
44416,22401,,Linux
44417,22401,,Microsoft Azure
44418,22401,,WordPress
44419,22401,Arduino,
44425,22401,AWS,
44431,22401,Docker,
44437,22401,Google Cloud Platform,
44443,22401,Heroku,
44449,22401,iOS,
44455,22401,Kubernetes,
44461,22401,Linux,
44467,22401,MacOS,
44473,22401,Microsoft Azure,
44479,22401,Raspberry Pi,
44485,22401,Slack Apps and Integrations,
44491,22401,Windows,
44497,22401,WordPress,
44503,22405,Android,Android
44504,22405,,Arduino
44505,22405,,Slack Apps and Integrations
44506,22405,,Windows
44507,22405,,WordPress
44508,22405,,iOS
44509,22405,Arduino,
44515,22405,Slack Apps and Integrations,
44521,22405,Windows,
44527,22406,Android,AWS
44528,22406,,Android
44529,22406,,Docker
44530,22406,,Linux
44531,22406,,Raspberry Pi
44532,22406,AWS,
44537,22406,Docker,
44542,22406,Linux,
44547,22406,Raspberry Pi,
44552,22410,AWS,AWS
44553,22410,,Android
44554,22410,,Docker
44555,22410,,Google Cloud Platform
44556,22410,,Kubernetes
44557,22410,,Linux
44558,22410,,MacOS
44559,22410,,Microsoft Azure
44560,22410,,Slack Apps and Integrations
44561,22410,Docker,
44570,22410,Google Cloud Platform,
44579,22410,Linux,
44588,22410,Slack Apps and Integrations,
44597,22425,AWS,AWS
44598,22425,,Linux
44599,22425,,MacOS
44600,22425,,iOS
44601,22425,Docker,
44605,22425,Heroku,
44609,22425,Linux,
44613,22425,MacOS,
44617,22429,Docker,Linux
44618,22429,,Microsoft Azure
44619,22429,,Windows
44620,22429,Kubernetes,
44623,22429,Linux,
44626,22429,Microsoft Azure,
44629,22429,Windows,
44632,22440,Docker,Docker
44633,22440,,Kubernetes
44634,22440,,Linux
44635,22440,,Microsoft Azure
44636,22440,,Windows
44637,22440,Kubernetes,
44642,22440,Linux,
44647,22441,Docker,AWS
44648,22441,,Kubernetes
44649,22441,,Microsoft Azure
44650,22441,,Slack Apps and Integrations
44651,22441,,Windows
44652,22441,Heroku,
44657,22441,Kubernetes,
44662,22441,Microsoft Azure,
44667,22451,Android,AWS
44668,22451,,Linux
44669,22451,,Microsoft Azure
44670,22451,,Windows
44671,22451,,WordPress
44672,22451,AWS,
44677,22451,Docker,
44682,22451,Google Cloud Platform,
44687,22451,iOS,
44692,22451,Kubernetes,
44697,22451,Linux,
44702,22451,Microsoft Azure,
44707,22451,Slack Apps and Integrations,
44712,22451,Windows,
44717,22452,Docker,Docker
44718,22452,,WordPress
44719,22457,Arduino,Android
44720,22457,,Arduino
44721,22457,,Docker
44722,22457,,Linux
44723,22457,,Raspberry Pi
44724,22457,Docker,
44729,22457,Kubernetes,
44734,22457,Linux,
44739,22457,Raspberry Pi,
44744,22461,AWS,AWS
44745,22461,,Docker
44746,22461,,Heroku
44747,22461,Docker,
44750,22461,Google Cloud Platform,
44753,22461,Kubernetes,
44756,22461,Raspberry Pi,
44759,22463,AWS,AWS
44760,22463,,Docker
44761,22463,,Heroku
44762,22463,,Kubernetes
44763,22463,,Linux
44764,22463,,Microsoft Azure
44765,22463,,Windows
44766,22463,,WordPress
44767,22463,Docker,
44775,22463,Heroku,
44783,22463,Kubernetes,
44791,22463,Linux,
44799,22463,Microsoft Azure,
44807,22477,Android,Android
44808,22477,,Docker
44809,22477,,Linux
44810,22477,,Microsoft Azure
44811,22477,,Windows
44812,22477,Docker,
44817,22477,Linux,
44822,22477,Microsoft Azure,
44827,22477,Windows,
44832,22530,Arduino,Kubernetes
44833,22530,,Linux
44834,22530,AWS,
44836,22530,Docker,
44838,22530,Heroku,
44840,22530,Kubernetes,
44842,22530,Linux,
44844,22530,Raspberry Pi,
44846,22557,Android,Android
44847,22557,,Arduino
44848,22557,,Docker
44849,22557,,Google Cloud Platform
44850,22557,,Kubernetes
44851,22557,,Linux
44852,22557,,Windows
44853,22557,,WordPress
44854,22557,,iOS
44855,22557,Arduino,
44864,22557,AWS,
44873,22557,Docker,
44882,22557,Google Cloud Platform,
44891,22557,iOS,
44900,22557,Kubernetes,
44909,22557,Linux,
44918,22557,Raspberry Pi,
44927,22557,Windows,
44936,22557,WordPress,
44945,22561,Docker,Docker
44946,22561,,Linux
44947,22561,,MacOS
44948,22561,,Microsoft Azure
44949,22561,,Slack Apps and Integrations
44950,22561,,Windows
44951,22561,Kubernetes,
44957,22561,Linux,
44963,22561,MacOS,
44969,22561,Slack Apps and Integrations,
44975,22565,Android,Android
44976,22565,,Docker
44977,22565,,Linux
44978,22565,,MacOS
44979,22565,,Slack Apps and Integrations
44980,22565,Arduino,
44985,22565,Docker,
44990,22565,Linux,
44995,22565,MacOS,
45000,22565,Slack Apps and Integrations,
45005,22571,Docker,Docker
45006,22571,,Kubernetes
45007,22571,,Linux
45008,22571,,MacOS
45009,22571,Kubernetes,
45013,22571,Linux,
45017,22571,Raspberry Pi,
45021,22578,Android,Android
45022,22578,,Heroku
45023,22578,,iOS
45024,22578,Docker,
45027,22578,Heroku,
45030,22578,iOS,
45033,22578,Kubernetes,
45036,22578,Microsoft Azure,
45039,22579,Windows,Windows
45040,22621,Android,AWS
45041,22621,,Android
45042,22621,,Linux
45043,22621,,iOS
45044,22621,AWS,
45048,22621,Docker,
45052,22621,iOS,
45056,22621,Linux,
45060,22627,Android,Android
45061,22627,,Windows
